name,year,month,day,hour,lat,long,status,category,wind,pressure,ts_diameter,hu_diameter
Alberto,2000,8,19,6,35.3,-48.2,hurricane,1,80,976,NA,NA
Alberto,2000,8,19,12,35.6,-48.2,hurricane,2,85,973,NA,NA
Alberto,2000,8,19,18,36,-48.2,hurricane,2,90,970,NA,NA
Alberto,2000,8,20,0,36.4,-48.1,hurricane,2,90,970,NA,NA
Alberto,2000,8,20,6,36.7,-48,hurricane,2,90,971,NA,NA
Alberto,2000,8,20,12,37.1,-47.9,hurricane,2,85,972,NA,NA
Alberto,2000,8,20,18,37.4,-47.7,hurricane,2,85,973,NA,NA
Alberto,2000,8,21,0,37.9,-47.5,hurricane,2,85,974,NA,NA
Alberto,2000,8,21,6,38.3,-47.3,hurricane,1,80,976,NA,NA
Alberto,2000,8,21,12,38.9,-47.2,hurricane,1,80,977,NA,NA
Alberto,2000,8,21,18,40,-46.7,hurricane,1,80,978,NA,NA
Alberto,2000,8,22,0,41.2,-45.9,hurricane,1,75,979,NA,NA
Alberto,2000,8,22,6,42.6,-45.4,hurricane,1,75,981,NA,NA
Alberto,2000,8,22,12,44,-44,hurricane,1,70,983,NA,NA
Alberto,2000,8,22,18,46.1,-42.1,hurricane,1,65,985,NA,NA
Alberto,2000,8,23,0,48.3,-39.5,hurricane,1,65,987,NA,NA
Debby,2000,8,21,6,15.4,-54,hurricane,1,65,1005,NA,NA
Debby,2000,8,21,12,15.7,-56.3,hurricane,1,75,1004,NA,NA
Debby,2000,8,21,18,16.1,-58.5,hurricane,1,75,1004,NA,NA
Debby,2000,8,22,0,16.8,-60.1,hurricane,1,70,995,NA,NA
Debby,2000,8,22,3,17.1,-60.9,hurricane,1,70,991,NA,NA
Debby,2000,8,22,6,17.5,-61.7,hurricane,1,65,993,NA,NA
Debby,2000,8,22,9,17.9,-62.8,hurricane,1,65,993,NA,NA
Debby,2000,8,22,12,18.1,-63.5,hurricane,1,65,994,NA,NA
Debby,2000,8,22,15,18.5,-64.4,hurricane,1,65,994,NA,NA
Debby,2000,8,22,18,18.8,-65.4,hurricane,1,65,995,NA,NA
Debby,2000,8,23,0,19.2,-66.7,hurricane,1,65,995,NA,NA
Debby,2000,8,23,6,19.5,-68.1,hurricane,1,65,995,NA,NA
Gordon,2000,9,17,0,25.2,-85.4,hurricane,1,65,985,NA,NA
Gordon,2000,9,17,6,26.1,-84.9,hurricane,1,70,981,NA,NA
Gordon,2000,9,17,12,27.1,-84.3,hurricane,1,65,987,NA,NA
Gordon,2000,9,17,18,28,-83.8,hurricane,1,65,985,NA,NA
Isaac,2000,9,23,12,14.3,-33.2,hurricane,1,70,984,NA,NA
Isaac,2000,9,23,18,14.6,-34.2,hurricane,2,85,973,NA,NA
Isaac,2000,9,24,0,14.9,-35,hurricane,3,105,960,NA,NA
Isaac,2000,9,24,6,15.1,-35.8,hurricane,3,100,960,NA,NA
Isaac,2000,9,24,12,15.5,-36.8,hurricane,3,100,960,NA,NA
Isaac,2000,9,24,18,15.8,-37.8,hurricane,3,100,960,NA,NA
Isaac,2000,9,25,0,16.3,-38.6,hurricane,2,95,965,NA,NA
Isaac,2000,9,25,6,16.7,-39.5,hurricane,2,95,965,NA,NA
Isaac,2000,9,25,12,17.2,-40.4,hurricane,2,90,970,NA,NA
Isaac,2000,9,25,18,17.6,-41.2,hurricane,2,90,970,NA,NA
Isaac,2000,9,26,0,17.9,-42,hurricane,2,90,970,NA,NA
Isaac,2000,9,26,6,18.3,-42.9,hurricane,2,85,973,NA,NA
Isaac,2000,9,26,12,18.6,-43.9,hurricane,1,75,980,NA,NA
Isaac,2000,9,26,18,19.1,-45,hurricane,1,75,980,NA,NA
Isaac,2000,9,27,0,19.6,-46,hurricane,1,80,977,NA,NA
Isaac,2000,9,27,6,20.4,-47,hurricane,2,85,973,NA,NA
Isaac,2000,9,27,12,21,-48.1,hurricane,2,90,970,NA,NA
Isaac,2000,9,27,18,21.9,-49.5,hurricane,2,95,965,NA,NA
Isaac,2000,9,28,0,22.8,-50.6,hurricane,3,100,960,NA,NA
Isaac,2000,9,28,6,23.8,-52,hurricane,3,105,955,NA,NA
Isaac,2000,9,28,12,25,-52.9,hurricane,3,110,950,NA,NA
Isaac,2000,9,28,18,26.6,-54.2,hurricane,4,120,943,NA,NA
Isaac,2000,9,29,0,28,-55.1,hurricane,4,115,948,NA,NA
Isaac,2000,9,29,6,29.7,-55.9,hurricane,3,110,950,NA,NA
Isaac,2000,9,29,12,31.2,-56.2,hurricane,3,105,955,NA,NA
Isaac,2000,9,29,18,32.9,-55.9,hurricane,2,90,965,NA,NA
Isaac,2000,9,30,0,34.4,-55.2,hurricane,2,85,970,NA,NA
Isaac,2000,9,30,6,35.7,-54,hurricane,1,80,975,NA,NA
Isaac,2000,9,30,12,37,-51.8,hurricane,1,75,979,NA,NA
Isaac,2000,9,30,18,38.3,-49.8,hurricane,1,70,985,NA,NA
Isaac,2000,10,1,0,39.7,-47.9,hurricane,1,65,987,NA,NA
Joyce,2000,9,27,12,12.4,-38.8,hurricane,1,65,985,NA,NA
Joyce,2000,9,27,18,12.5,-40.1,hurricane,1,70,978,NA,NA
Joyce,2000,9,28,0,12.4,-41.3,hurricane,1,75,976,NA,NA
Joyce,2000,9,28,6,12.2,-42.5,hurricane,1,80,975,NA,NA
Joyce,2000,9,28,12,11.7,-43.8,hurricane,1,80,975,NA,NA
Joyce,2000,9,28,18,11.3,-45,hurricane,1,75,976,NA,NA
Joyce,2000,9,29,0,10.9,-46.1,hurricane,1,75,977,NA,NA
Joyce,2000,9,29,6,10.7,-47.2,hurricane,1,70,980,NA,NA
Joyce,2000,9,29,12,10.5,-48.6,hurricane,1,65,984,NA,NA
Keith,2000,9,30,12,17.9,-86.4,hurricane,1,65,982,NA,NA
Keith,2000,9,30,18,17.9,-86.7,hurricane,1,75,977,NA,NA
Keith,2000,10,1,0,17.9,-86.9,hurricane,3,100,955,NA,NA
Keith,2000,10,1,6,17.9,-87.2,hurricane,4,120,941,NA,NA
Keith,2000,10,1,7,17.9,-87.3,hurricane,4,120,939,NA,NA
Keith,2000,10,1,12,17.9,-87.4,hurricane,4,115,944,NA,NA
Keith,2000,10,1,18,17.9,-87.7,hurricane,3,110,950,NA,NA
Keith,2000,10,2,0,17.8,-87.9,hurricane,3,100,959,NA,NA
Keith,2000,10,2,6,17.6,-87.8,hurricane,1,80,974,NA,NA
Keith,2000,10,2,12,17.7,-87.8,hurricane,1,70,980,NA,NA
Keith,2000,10,2,18,17.7,-87.9,hurricane,1,65,987,NA,NA
Keith,2000,10,2,23,17.9,-88,hurricane,1,65,988,NA,NA
Keith,2000,10,5,6,21.2,-96.1,hurricane,1,65,987,NA,NA
Keith,2000,10,5,12,21.8,-97,hurricane,1,75,983,NA,NA
Keith,2000,10,5,18,22.6,-97.9,hurricane,1,80,980,NA,NA
Michael,2000,10,17,18,30.1,-70.9,hurricane,1,65,988,NA,NA
Michael,2000,10,18,0,30.4,-70.9,hurricane,1,65,988,NA,NA
Michael,2000,10,18,6,30.8,-70.8,hurricane,1,65,986,NA,NA
Michael,2000,10,18,12,31.5,-70.4,hurricane,1,65,984,NA,NA
Michael,2000,10,18,18,32.6,-69.5,hurricane,1,70,979,NA,NA
Michael,2000,10,19,0,34.2,-67.8,hurricane,1,75,983,NA,NA
Michael,2000,10,19,6,36.3,-65.5,hurricane,1,65,986,NA,NA
Michael,2000,10,19,12,39.8,-61.6,hurricane,1,75,979,NA,NA
Michael,2000,10,19,18,44,-58.5,hurricane,2,85,965,NA,NA
Erin,2001,9,9,0,29.7,-60.4,hurricane,1,75,987,NA,NA
Erin,2001,9,9,6,30.6,-61.3,hurricane,2,90,982,NA,NA
Erin,2001,9,9,12,31.5,-62.2,hurricane,2,95,979,NA,NA
Erin,2001,9,9,18,32.4,-62.8,hurricane,3,105,968,NA,NA
Erin,2001,9,10,0,33.3,-63.3,hurricane,3,105,969,NA,NA
Erin,2001,9,10,6,34.2,-64.1,hurricane,3,105,969,NA,NA
Erin,2001,9,10,12,34.9,-64.7,hurricane,3,100,969,NA,NA
Erin,2001,9,10,18,35.7,-65.4,hurricane,2,90,970,NA,NA
Erin,2001,9,11,0,36.4,-65.7,hurricane,1,80,973,NA,NA
Erin,2001,9,11,6,36.9,-65.9,hurricane,1,80,976,NA,NA
Erin,2001,9,11,12,37.4,-65.6,hurricane,1,80,976,NA,NA
Erin,2001,9,11,18,37.8,-65.1,hurricane,1,80,976,NA,NA
Erin,2001,9,12,0,38,-64.3,hurricane,1,80,976,NA,NA
Erin,2001,9,12,6,38,-63.3,hurricane,1,75,979,NA,NA
Erin,2001,9,12,12,37.9,-62.6,hurricane,1,75,979,NA,NA
Erin,2001,9,12,18,37.9,-62,hurricane,1,75,979,NA,NA
Erin,2001,9,13,0,38.1,-61.4,hurricane,1,75,979,NA,NA
Erin,2001,9,13,6,38.3,-61,hurricane,1,70,982,NA,NA
Erin,2001,9,13,12,38.8,-60.6,hurricane,1,70,982,NA,NA
Erin,2001,9,13,18,39.6,-60.2,hurricane,1,70,982,NA,NA
Erin,2001,9,14,0,40.6,-59.3,hurricane,1,70,982,NA,NA
Erin,2001,9,14,6,42,-58.1,hurricane,1,65,987,NA,NA
Erin,2001,9,14,12,43.3,-56.7,hurricane,1,65,987,NA,NA
Erin,2001,9,14,18,44.7,-55.2,hurricane,1,65,984,NA,NA
Felix,2001,9,13,0,23.9,-48.9,hurricane,1,65,987,NA,NA
Felix,2001,9,13,6,24.8,-48.6,hurricane,1,75,979,NA,NA
Felix,2001,9,13,12,25.9,-48.4,hurricane,2,85,972,NA,NA
Felix,2001,9,13,18,27.1,-48,hurricane,2,95,966,NA,NA
Felix,2001,9,14,0,28.2,-47.2,hurricane,3,100,962,NA,NA
Felix,2001,9,14,6,29.3,-46.6,hurricane,3,100,962,NA,NA
Felix,2001,9,14,12,30.1,-45.5,hurricane,2,95,966,NA,NA
Felix,2001,9,14,18,30.9,-44.3,hurricane,2,90,970,NA,NA
Felix,2001,9,15,0,31.2,-42.8,hurricane,2,90,970,NA,NA
Felix,2001,9,15,6,31.5,-41.4,hurricane,2,90,970,NA,NA
Felix,2001,9,15,12,31.7,-39.5,hurricane,2,90,970,NA,NA
Felix,2001,9,15,18,32.1,-37.6,hurricane,2,85,975,NA,NA
Felix,2001,9,16,0,32.1,-36,hurricane,2,85,975,NA,NA
Felix,2001,9,16,6,32.6,-34.8,hurricane,1,80,976,NA,NA
Felix,2001,9,16,12,33.4,-33.3,hurricane,1,75,977,NA,NA
Felix,2001,9,16,18,34.3,-32.4,hurricane,1,70,979,NA,NA
Felix,2001,9,17,0,35.1,-32,hurricane,1,70,981,NA,NA
Felix,2001,9,17,6,35.4,-31.7,hurricane,1,65,983,NA,NA
Gabrielle,2001,9,17,0,33.1,-70.7,hurricane,1,65,991,NA,NA
Gabrielle,2001,9,17,6,34,-68.5,hurricane,1,65,991,NA,NA
Gabrielle,2001,9,17,12,35.3,-66.6,hurricane,1,70,983,NA,NA
Gabrielle,2001,9,17,18,36.2,-64.7,hurricane,1,70,983,NA,NA
Humberto,2001,9,23,12,31,-67.5,hurricane,1,65,990,NA,NA
Humberto,2001,9,23,18,31.9,-67.4,hurricane,1,80,986,NA,NA
Humberto,2001,9,24,0,32.8,-67.1,hurricane,2,85,983,NA,NA
Humberto,2001,9,24,6,33.8,-66.8,hurricane,1,75,989,NA,NA
Humberto,2001,9,24,12,35,-66.3,hurricane,1,70,990,NA,NA
Humberto,2001,9,24,18,35.9,-65.4,hurricane,1,70,991,NA,NA
Humberto,2001,9,25,0,36.8,-64.3,hurricane,1,65,992,NA,NA
Humberto,2001,9,25,6,37.7,-63.4,hurricane,1,65,992,NA,NA
Humberto,2001,9,25,12,38.5,-62.4,hurricane,1,65,992,NA,NA
Humberto,2001,9,25,18,39.2,-61.6,hurricane,1,65,990,NA,NA
Humberto,2001,9,26,0,39.6,-60.7,hurricane,1,65,990,NA,NA
Humberto,2001,9,26,6,40.4,-60.3,hurricane,1,75,980,NA,NA
Humberto,2001,9,26,12,41,-59.2,hurricane,2,90,970,NA,NA
Humberto,2001,9,26,18,41.8,-57.5,hurricane,1,80,977,NA,NA
Humberto,2001,9,27,0,42.2,-54.6,hurricane,1,70,987,NA,NA
Humberto,2001,9,27,6,42.4,-51.3,hurricane,1,65,991,NA,NA
Iris,2001,10,6,18,16.9,-72.2,hurricane,1,65,992,NA,NA
Iris,2001,10,7,0,16.9,-74,hurricane,1,75,993,NA,NA
Iris,2001,10,7,6,16.9,-75.3,hurricane,1,75,989,NA,NA
Iris,2001,10,7,12,17.3,-77,hurricane,1,75,989,NA,NA
Iris,2001,10,7,18,17.4,-78.9,hurricane,1,75,991,NA,NA
Iris,2001,10,8,0,17.3,-80.6,hurricane,1,80,988,NA,NA
Iris,2001,10,8,6,17.2,-82.3,hurricane,2,90,963,NA,NA
Iris,2001,10,8,12,17.1,-84,hurricane,4,120,950,NA,NA
Iris,2001,10,8,18,16.8,-86,hurricane,4,115,950,NA,NA
Iris,2001,10,9,0,16.5,-88,hurricane,4,125,948,NA,NA
Iris,2001,10,9,2,16.3,-88.4,hurricane,4,125,948,NA,NA
Karen,2001,10,13,18,37.3,-64.6,hurricane,1,65,985,NA,NA
Karen,2001,10,14,0,37.9,-64,hurricane,1,65,985,NA,NA
Karen,2001,10,14,6,38.6,-63.7,hurricane,1,70,982,NA,NA
Michelle,2001,11,2,12,17.8,-84,hurricane,1,70,979,NA,NA
Michelle,2001,11,2,18,18,-84,hurricane,1,80,969,NA,NA
Michelle,2001,11,3,0,18.5,-84,hurricane,2,90,957,NA,NA
Michelle,2001,11,3,6,18.8,-84.3,hurricane,3,105,942,NA,NA
Michelle,2001,11,3,12,18.9,-84.3,hurricane,4,115,937,NA,NA
Michelle,2001,11,3,18,19.3,-84.1,hurricane,3,110,934,NA,NA
Michelle,2001,11,4,0,19.7,-83.7,hurricane,4,115,938,NA,NA
Michelle,2001,11,4,6,20.1,-83.3,hurricane,4,120,944,NA,NA
Michelle,2001,11,4,12,20.8,-82.5,hurricane,4,120,947,NA,NA
Michelle,2001,11,4,18,21.5,-81.8,hurricane,4,120,949,NA,NA
Michelle,2001,11,4,23,22.1,-81.2,hurricane,4,115,950,NA,NA
Michelle,2001,11,5,0,22.3,-80.9,hurricane,3,105,953,NA,NA
Michelle,2001,11,5,6,23.1,-79.7,hurricane,1,80,972,NA,NA
Michelle,2001,11,5,12,24.3,-78,hurricane,1,80,974,NA,NA
Michelle,2001,11,5,18,25.4,-76.4,hurricane,1,75,980,NA,NA
Noel,2001,11,5,12,37.8,-50.3,hurricane,1,65,986,NA,NA
Noel,2001,11,5,18,38.8,-50.2,hurricane,1,65,986,NA,NA
Olga,2001,11,26,12,30.6,-55.9,hurricane,1,65,979,NA,NA
Olga,2001,11,26,18,31.1,-56,hurricane,1,65,977,NA,NA
Olga,2001,11,27,0,32.1,-56.2,hurricane,1,75,975,NA,NA
Olga,2001,11,27,6,32.6,-57,hurricane,1,80,973,NA,NA
Olga,2001,11,27,12,31.5,-57.2,hurricane,1,80,974,NA,NA
Olga,2001,11,27,18,32,-56,hurricane,1,75,975,NA,NA
Olga,2001,11,28,0,32.3,-55.8,hurricane,1,75,975,NA,NA
Olga,2001,11,28,6,32.6,-55.7,hurricane,1,75,975,NA,NA
Olga,2001,11,28,12,32.4,-56.2,hurricane,1,75,977,NA,NA
Olga,2001,11,28,18,31.4,-57,hurricane,1,70,979,NA,NA
Olga,2001,11,29,0,30.3,-57.6,hurricane,1,65,987,NA,NA
Gustav,2002,9,11,12,38,-70.8,hurricane,1,70,971,NA,NA
Gustav,2002,9,11,18,40.3,-66.8,hurricane,2,85,964,NA,NA
Gustav,2002,9,12,0,43.1,-62.8,hurricane,1,80,962,NA,NA
Gustav,2002,9,12,4,45.3,-60.8,hurricane,1,80,960,NA,NA
Gustav,2002,9,12,4,45.6,-60.4,hurricane,1,80,960,NA,NA
Gustav,2002,9,12,6,46.5,-59.6,hurricane,1,75,960,NA,NA
Gustav,2002,9,12,9,47.6,-58.6,hurricane,1,65,963,NA,NA
Isidore,2002,9,19,18,20.4,-81.7,hurricane,1,65,983,NA,NA
Isidore,2002,9,20,0,20.7,-82.3,hurricane,1,75,979,NA,NA
Isidore,2002,9,20,6,21.1,-83,hurricane,2,90,967,NA,NA
Isidore,2002,9,20,12,21.5,-83.5,hurricane,2,85,966,NA,NA
Isidore,2002,9,20,18,21.8,-84,hurricane,1,75,965,NA,NA
Isidore,2002,9,20,21,22,-84.1,hurricane,1,75,964,NA,NA
Isidore,2002,9,21,0,22.1,-84.3,hurricane,1,75,964,NA,NA
Isidore,2002,9,21,6,22.3,-85.1,hurricane,2,85,964,NA,NA
Isidore,2002,9,21,12,22,-85.8,hurricane,3,100,955,NA,NA
Isidore,2002,9,21,18,21.9,-86.1,hurricane,3,110,946,NA,NA
Isidore,2002,9,22,0,22.1,-86.5,hurricane,3,110,947,NA,NA
Isidore,2002,9,22,6,22,-87.4,hurricane,3,110,936,NA,NA
Isidore,2002,9,22,12,21.9,-88.2,hurricane,3,110,934,NA,NA
Isidore,2002,9,22,18,21.6,-88.9,hurricane,3,110,935,NA,NA
Isidore,2002,9,22,21,21.3,-89.3,hurricane,3,110,936,NA,NA
Isidore,2002,9,23,0,21,-89.4,hurricane,3,100,950,NA,NA
Isidore,2002,9,23,6,20.6,-89.6,hurricane,1,70,952,NA,NA
Kyle,2002,9,25,18,29,-55.3,hurricane,1,65,987,NA,NA
Kyle,2002,9,26,0,28.6,-56.6,hurricane,1,65,987,NA,NA
Kyle,2002,9,26,6,28.2,-57.5,hurricane,1,70,984,NA,NA
Kyle,2002,9,26,12,27.9,-58.3,hurricane,1,75,982,NA,NA
Kyle,2002,9,26,18,27.8,-59,hurricane,1,75,981,NA,NA
Kyle,2002,9,27,0,27.5,-59.5,hurricane,1,75,980,NA,NA
Kyle,2002,9,27,6,27.1,-60,hurricane,1,75,982,NA,NA
Kyle,2002,9,27,12,27,-60.4,hurricane,1,75,982,NA,NA
Kyle,2002,9,27,18,26.8,-60.8,hurricane,1,70,984,NA,NA
Kyle,2002,9,28,0,26.5,-61.4,hurricane,1,70,984,NA,NA
Kyle,2002,9,28,6,26.3,-62.3,hurricane,1,65,987,NA,NA
Lili,2002,9,30,12,19.6,-79.6,hurricane,1,65,986,NA,NA
Lili,2002,9,30,14,19.7,-79.8,hurricane,1,65,986,NA,NA
Lili,2002,9,30,18,20,-80.3,hurricane,1,65,984,NA,NA
Lili,2002,10,1,0,20.5,-81.1,hurricane,1,70,978,NA,NA
Lili,2002,10,1,6,21,-82.2,hurricane,1,75,970,NA,NA
Lili,2002,10,1,11,21.3,-83,hurricane,2,90,971,NA,NA
Lili,2002,10,1,12,21.6,-83.2,hurricane,2,90,971,NA,NA
Lili,2002,10,1,14,22.1,-84,hurricane,2,90,971,NA,NA
Lili,2002,10,1,18,22.4,-84.4,hurricane,2,90,971,NA,NA
Lili,2002,10,2,0,23,-85.7,hurricane,2,90,967,NA,NA
Lili,2002,10,2,6,23.6,-87.2,hurricane,3,100,962,NA,NA
Lili,2002,10,2,12,24.4,-88.3,hurricane,3,110,952,NA,NA
Lili,2002,10,2,18,25.4,-89.5,hurricane,4,120,941,NA,NA
Lili,2002,10,2,20,25.9,-89.9,hurricane,4,125,938,NA,NA
Lili,2002,10,3,0,26.7,-90.3,hurricane,4,125,940,NA,NA
Lili,2002,10,3,6,28.1,-91.4,hurricane,3,105,957,NA,NA
Lili,2002,10,3,12,29.2,-92.1,hurricane,1,80,962,NA,NA
Lili,2002,10,3,13,29.5,-92.2,hurricane,1,80,963,NA,NA
Claudette,2003,7,10,12,17.5,-82.8,hurricane,1,70,988,NA,NA
Claudette,2003,7,15,6,27.9,-94.6,hurricane,1,65,987,NA,NA
Claudette,2003,7,15,12,28.3,-95.5,hurricane,1,75,982,NA,NA
Claudette,2003,7,15,15,28.3,-96.2,hurricane,1,80,979,NA,NA
Claudette,2003,7,15,18,28.6,-96.9,hurricane,1,70,984,NA,NA
Danny,2003,7,18,18,39.2,-53.4,hurricane,1,65,1002,NA,NA
Danny,2003,7,19,0,40.1,-51.7,hurricane,1,65,1001,NA,NA
Danny,2003,7,19,6,41.1,-50,hurricane,1,65,1000,NA,NA
Danny,2003,7,19,12,42.1,-47.8,hurricane,1,65,1001,NA,NA
Erika,2003,8,16,10,25.3,-97.4,hurricane,1,65,986,NA,NA
Erika,2003,8,16,12,25.2,-97.6,hurricane,1,65,988,NA,NA
Fabian,2003,8,30,0,16.3,-45.6,hurricane,1,65,987,NA,NA
Fabian,2003,8,30,6,16.7,-46.9,hurricane,1,70,984,NA,NA
Fabian,2003,8,30,12,17,-48,hurricane,2,85,973,NA,NA
Fabian,2003,8,30,18,17.3,-49.2,hurricane,3,100,960,NA,NA
Fabian,2003,8,31,0,17.6,-50.3,hurricane,3,110,952,NA,NA
Fabian,2003,8,31,6,17.8,-51.4,hurricane,3,110,952,NA,NA
Fabian,2003,8,31,12,18,-52.5,hurricane,3,110,952,NA,NA
Fabian,2003,8,31,18,18.2,-53.5,hurricane,4,115,948,NA,NA
Fabian,2003,9,1,0,18.3,-54.3,hurricane,4,120,945,NA,NA
Fabian,2003,9,1,6,18.5,-55.3,hurricane,4,120,949,NA,NA
Fabian,2003,9,1,12,18.7,-56.3,hurricane,4,120,949,NA,NA
Fabian,2003,9,1,18,19,-57.3,hurricane,4,125,944,NA,NA
Fabian,2003,9,2,0,19.3,-58.3,hurricane,4,125,943,NA,NA
Fabian,2003,9,2,6,19.6,-59.2,hurricane,4,120,945,NA,NA
Fabian,2003,9,2,12,20.1,-59.9,hurricane,4,120,945,NA,NA
Fabian,2003,9,2,18,20.5,-60.7,hurricane,4,120,946,NA,NA
Fabian,2003,9,3,0,20.9,-61.3,hurricane,4,115,945,NA,NA
Fabian,2003,9,3,6,21.3,-61.8,hurricane,3,110,945,NA,NA
Fabian,2003,9,3,12,21.9,-62.3,hurricane,3,110,945,NA,NA
Fabian,2003,9,3,18,22.5,-62.8,hurricane,3,110,944,NA,NA
Fabian,2003,9,4,0,23.2,-63,hurricane,4,115,939,NA,NA
Fabian,2003,9,4,6,23.8,-63.3,hurricane,3,105,944,NA,NA
Fabian,2003,9,4,12,24.8,-63.8,hurricane,3,105,944,NA,NA
Fabian,2003,9,4,18,25.8,-64.3,hurricane,3,110,941,NA,NA
Fabian,2003,9,5,0,27.1,-64.6,hurricane,4,115,940,NA,NA
Fabian,2003,9,5,6,28.6,-65.1,hurricane,3,105,946,NA,NA
Fabian,2003,9,5,12,30.1,-65.3,hurricane,3,105,951,NA,NA
Fabian,2003,9,5,18,31.8,-65.3,hurricane,3,105,950,NA,NA
Fabian,2003,9,6,0,33.4,-64.7,hurricane,3,100,953,NA,NA
Fabian,2003,9,6,6,34.9,-64,hurricane,3,100,956,NA,NA
Fabian,2003,9,6,12,36,-62.4,hurricane,3,100,957,NA,NA
Fabian,2003,9,6,18,36.9,-60.4,hurricane,3,100,958,NA,NA
Fabian,2003,9,7,0,37.9,-58.2,hurricane,2,90,962,NA,NA
Fabian,2003,9,7,6,39.1,-55.7,hurricane,2,85,965,NA,NA
Fabian,2003,9,7,12,40.6,-53.4,hurricane,1,80,967,NA,NA
Fabian,2003,9,7,18,42.3,-50.7,hurricane,1,75,972,NA,NA
Fabian,2003,9,8,0,44.3,-47.9,hurricane,1,70,975,NA,NA
Fabian,2003,9,8,6,46.3,-44.7,hurricane,1,70,977,NA,NA
Fabian,2003,9,8,12,48.7,-40.8,hurricane,1,65,980,NA,NA
Isabel,2003,9,7,12,14.4,-37.3,hurricane,1,65,987,NA,NA
Isabel,2003,9,7,18,15.2,-38.5,hurricane,1,70,984,NA,NA
Isabel,2003,9,8,0,15.8,-39.7,hurricane,1,80,976,NA,NA
Isabel,2003,9,8,6,16.5,-40.9,hurricane,2,95,966,NA,NA
Isabel,2003,9,8,12,17.1,-42,hurricane,3,110,952,NA,NA
Isabel,2003,9,8,18,17.6,-43.1,hurricane,3,110,952,NA,NA
Isabel,2003,9,9,0,18.2,-44.1,hurricane,4,115,948,NA,NA
Isabel,2003,9,9,6,18.9,-45.2,hurricane,4,115,948,NA,NA
Isabel,2003,9,9,12,19.4,-46.3,hurricane,4,115,948,NA,NA
Isabel,2003,9,9,18,20,-47.3,hurricane,4,115,948,NA,NA
Isabel,2003,9,10,0,20.5,-48.3,hurricane,3,110,952,NA,NA
Isabel,2003,9,10,6,20.9,-49.4,hurricane,3,110,952,NA,NA
Isabel,2003,9,10,12,21.1,-50.4,hurricane,4,115,948,NA,NA
Isabel,2003,9,10,18,21.1,-51.4,hurricane,4,120,942,NA,NA
Isabel,2003,9,11,0,21.2,-52.3,hurricane,4,125,935,NA,NA
Isabel,2003,9,11,6,21.3,-53.2,hurricane,4,125,935,NA,NA
Isabel,2003,9,11,12,21.4,-54,hurricane,4,135,925,NA,NA
Isabel,2003,9,11,18,21.5,-54.8,hurricane,5,145,915,NA,NA
Isabel,2003,9,12,0,21.6,-55.7,hurricane,5,140,920,NA,NA
Isabel,2003,9,12,6,21.7,-56.6,hurricane,5,140,920,NA,NA
Isabel,2003,9,12,12,21.6,-57.4,hurricane,5,140,920,NA,NA
