order,family,Genus,species,mass_g,gestation_mo,newborn_g,weaning_mo,wean_mass_g,AFR_mo,max_life_mo,litter_size,litters_per_year
Carnivora,Mustelidae,Lutra,maculicollis,4e3,2,NA,NA,NA,NA,NA,2,NA
Carnivora,Mustelidae,Lutra,lutra,6750,2.2,NA,1.9,NA,12,NA,2.06,1
Carnivora,Mustelidae,Lutrogale,perspicillata,9e3,2.07,NA,NA,NA,NA,240,5,NA
Carnivora,Mustelidae,Martes,flavigula,2500,NA,NA,NA,NA,NA,168,2.5,NA
Carnivora,Mustelidae,Martes,zibellina,1066.67,1.5,31.25,1.79,600,17.34,180,3.2,NA
Carnivora,Mustelidae,Martes,foina,1700,3.19,NA,1.42,NA,18,217,3.79,NA
Carnivora,Mustelidae,Martes,americana,606.67,0.93,32.67,1.5,414,17.67,204,2.73,1
Carnivora,Mustelidae,Martes,pennanti,2600,1.33,34.78,2.61,NA,17.33,120,2.92,1
Carnivora,Mustelidae,Martes,martes,1300,1.73,30,1.87,680,24.09,204,3.8,1
Carnivora,Mustelidae,Meles,meles,13e3,1.89,84.25,3.18,NA,13.25,194,3.11,0.75
Carnivora,Mustelidae,Mellivora,capensis,1e4,5.86,210,NA,NA,NA,317,2.33,2
Carnivora,Mustelidae,Melogale,personata,2e3,NA,NA,NA,NA,NA,NA,3,NA
Carnivora,Mustelidae,Mephitis,macroura,965,2,NA,NA,NA,NA,NA,5.33,NA
Carnivora,Mustelidae,Mephitis,mephitis,1821.25,1.63,28.1,2.08,493.5,11.17,60,5.1,1.21
Carnivora,Mustelidae,Mustela,nigripes,809,1.44,NA,NA,NA,12,144,3.43,NA
Carnivora,Mustelidae,Mustela,lutreola,440,3.32,7.5,1.88,NA,10.67,120,4.5,NA
Carnivora,Mustelidae,Mustela,altaica,171,1.25,NA,1.63,NA,NA,NA,6.1,NA
Carnivora,Mustelidae,Mustela,sibirica,405,1.06,NA,2,NA,NA,106,7,NA
Carnivora,Mustelidae,Mustela,vison,899.75,1.19,8.64,1.6,110,8.59,120,4.76,1
Carnivora,Mustelidae,Mustela,frenata,150.6,0.82,3.1,1.22,34.6,5.33,NA,6.22,1
Carnivora,Mustelidae,Mustela,erminea,110.33,1.43,2.3,1.49,26.57,3.12,84,6.77,1
Carnivora,Mustelidae,Mustela,eversmannii,1350,1.2,5.73,1.67,NA,10.5,NA,9.41,1
Carnivora,Mustelidae,Mustela,putorius,588.67,1.05,9.26,1.64,NA,10,168,7.68,1.26
Carnivora,Mustelidae,Mustela,nivalis,49.75,1.32,2.61,1.39,36,3.73,120,5.37,1.67
Carnivora,Mustelidae,Poecilogale,albinucha,257.5,1.05,4,2.14,50,14.43,NA,2.2,1.25
Carnivora,Mustelidae,Pteronura,brasiliensis,24e3,2.26,202.83,3.67,NA,24,174,1.94,1
Carnivora,Mustelidae,Spilogale,pygmaea,260,1.57,6.9,NA,NA,NA,NA,3.67,1
Carnivora,Mustelidae,Spilogale,putorius,511.5,2.19,13.8,1.64,160,7.5,118,4.73,1.5
Carnivora,Mustelidae,Taxidea,taxus,6050,1.83,101.88,1.68,3e3,7.35,312,3.07,0.74
Carnivora,Mustelidae,Vormela,peregusna,542.5,2,NA,1,NA,3,107,5.76,NA
Carnivora,Odobenidae,Odobenus,rosmarus,65e4,11.5,51883.33,20.37,2e5,52.14,480,1.14,0.5
Carnivora,Otariidae,Arctocephalus,galapagoensis,27e3,7,3533.33,16.6,15e3,42,264,1,0.5
Carnivora,Otariidae,Arctocephalus,tropicalis,5e4,11.75,4420,7.85,NA,NA,NA,1,1
Carnivora,Otariidae,Arctocephalus,forsteri,55e3,7.75,3833.33,11,NA,60,NA,1,1
Carnivora,Otariidae,Arctocephalus,gazella,40500,9,5933.33,3.9,15800,34,240,1,1
Carnivora,Otariidae,Arctocephalus,pusillus,77666.67,9.17,5955.56,11.57,26150,42.53,252,1,1
Carnivora,Otariidae,Arctocephalus,australis,45e3,7.75,4250,13.5,NA,36,360,1,1
Carnivora,Otariidae,Eumetopias,jubatus,288932.5,8.75,19215,9.71,106610,56.08,360,1,1
Carnivora,Otariidae,Neophoca,cinerea,79633.33,11.75,7075,18.75,59724,36,192,1,0.69
Carnivora,Otariidae,Otaria,byronia,14e4,12,12763.33,12,NA,44.28,298,1,1
Carnivora,Otariidae,Phocarctos,hookeri,NA,12,7e3,8.67,NA,NA,276,1,1
Carnivora,Otariidae,Zalophus,californianus,84666.67,11.14,6817.14,10.75,25e3,68,300,1,1
Carnivora,Otariidae,Callorhinus,ursinus,49100,8.37,5182.73,3.22,12920,48.9,312,1,0.89
Carnivora,Phocidae,Cystophora,cristata,212e3,8.01,15388.89,0.3,44980,35.88,420,1,1
Carnivora,Phocidae,Erignathus,barbatus,286666.67,8.71,36950,1,72666.67,65.02,372,1,1
Carnivora,Phocidae,Halichoerus,grypus,186e3,7.87,12820,0.61,43077.78,50.52,552,1,0.93
Carnivora,Phocidae,Hydrurga,leptonyx,398666.67,9.5,30875,1,NA,41.7,312,1,NA
Carnivora,Phocidae,Leptonychotes,weddellii,421666.67,9.6,28394,1.33,117917.14,48.51,300,1,NA
Carnivora,Phocidae,Lobodon,carcinophagus,238333.33,8.5,22333.33,1.09,12e4,48.16,468,1,1
Carnivora,Phocidae,Mirounga,leonina,579400,7.63,39918.89,0.76,130192.31,31.29,276,1,0.86
Carnivora,Phocidae,Mirounga,angustirostris,716666.67,8.45,35250,0.88,138037.14,41.62,240,1,1
Carnivora,Phocidae,Monachus,monachus,275e3,10,19600,1.55,NA,48,284,1,NA
Carnivora,Phocidae,Monachus,schauinslandi,173e3,11,30675,1.24,64e3,60,360,1,0.5
Carnivora,Phocidae,Ommatophoca,rossii,187666.67,8.13,20266.67,1,NA,41.51,252,1,1
Carnivora,Phocidae,Phoca,largha,8e4,10.5,7100,0.78,21300,42,420,1,NA
Carnivora,Phocidae,Phoca,caspica,86e3,11,5e3,1,NA,61,600,1,NA
Carnivora,Phocidae,Phoca,hispida,86140,8.2,5909.09,1.6,11350,73.93,516,1,0.8
Carnivora,Phocidae,Phoca,groenlandica,128786.67,7.63,8476.92,0.37,34377.78,49.8,NA,1,1
Carnivora,Phocidae,Phoca,fasciata,82500,9,10250,0.88,3e4,29.43,240,1,1
Carnivora,Phocidae,Phoca,vitulina,101250,8.35,11083.64,1.13,23945,46.51,408,1,1
Carnivora,Phocidae,Phoca,sibirica,81666.67,9,3e3,2.14,66900,57.88,672,1.01,1
Carnivora,Procyonidae,Bassaricyon,gabbii,1242.5,2.45,51,NA,NA,21.35,NA,1,NA
Carnivora,Procyonidae,Bassariscus,sumichrasti,900,2.15,NA,NA,NA,NA,281,1.5,NA
Carnivora,Procyonidae,Bassariscus,astutus,975.5,1.81,28.58,2.26,219.35,10.7,192,2.7,1
Carnivora,Procyonidae,Nasua,nasua,4750,2.51,153.33,2.82,730,32,NA,3.81,NA
Carnivora,Procyonidae,Nasua,narica,3750,2.56,140,4.17,NA,23,204,4.17,NA
Carnivora,Procyonidae,Potos,flavus,3e3,3.84,165.66,3.35,NA,27.65,384,1,1
Carnivora,Procyonidae,Procyon,cancrivorus,6270,NA,NA,NA,NA,NA,NA,2.75,NA
Carnivora,Procyonidae,Procyon,lotor,4400,2.13,76.14,2.95,1200,11.34,247,3.39,1
Carnivora,Ursidae,Ailuropoda,melanoleuca,111600,4.31,109.29,6.7,15e3,77.26,408,1.54,0.7
Carnivora,Ursidae,Ailurus,fulgens,4325,4.3,120.17,4,1140,19.51,210,2.02,1
Carnivora,Ursidae,Helarctos,malayanus,46e3,3.68,275,3,NA,78,372,1.16,NA
Carnivora,Ursidae,Melursus,ursinus,1e5,6.42,NA,2.5,NA,NA,480,1.69,NA
Carnivora,Ursidae,Tremarctos,ornatus,61e3,7.33,320,2.96,NA,NA,464,1.65,NA
Carnivora,Ursidae,Ursus,thibetanus,76666.67,7,351.67,3.25,NA,31.33,432,1.67,NA
Carnivora,Ursidae,Ursus,maritimus,286366.67,8.11,634.25,12.68,31156,55.22,540,1.66,0.36
Carnivora,Ursidae,Ursus,arctos,203500,6.93,494.82,13.78,26e3,60.01,472,2.36,0.36
Carnivora,Ursidae,Ursus,americanus,110560,6.75,294.47,6.42,14050,40.71,372,2.54,0.38
Carnivora,Viverridae,Arctictis,binturong,12250,2.74,316.38,2.59,2100,30.34,311,2.63,2
Carnivora,Viverridae,Arctogalidia,trivirgata,2250,1.5,NA,2,NA,36,193,2.5,2
Carnivora,Viverridae,Chrotogale,owstoni,3250,2,81.5,NA,NA,NA,NA,2,1.5
Carnivora,Viverridae,Civettictis,civetta,13666.67,2.31,417,4.19,1955.75,14.62,336,2.26,2.25
Carnivora,Viverridae,Cryptoprocta,ferox,9500,3,100,4.08,NA,49.17,240,3,NA
Carnivora,Viverridae,Cynogale,bennettii,4e3,NA,NA,NA,NA,NA,NA,2,NA
Carnivora,Viverridae,Eupleres,goudotii,3e3,NA,150,2.13,NA,NA,NA,1.5,NA
Carnivora,Viverridae,Fossa,fossana,1540,2.9,67.5,2.28,NA,23.92,132,1,NA
Carnivora,Viverridae,Genetta,maculata,2225,NA,NA,NA,NA,NA,NA,2.33,NA
Carnivora,Viverridae,Genetta,genetta,1866.67,2.5,74.2,2.75,NA,48.64,258,2.34,2
Carnivora,Viverridae,Genetta,tigrina,1820,2.32,71,1.94,NA,NA,NA,2.38,2
Carnivora,Viverridae,Hemigalus,derbyanus,2375,NA,125,2.33,NA,NA,216,2,NA
Carnivora,Viverridae,Nandinia,binotata,1900,2.13,NA,2.13,NA,36.27,190,2,2
Carnivora,Viverridae,Paguma,larvata,4300,NA,NA,NA,NA,NA,240,2.39,2
Carnivora,Viverridae,Paradoxurus,zeylonensis,2380,NA,NA,NA,NA,NA,NA,2.5,NA
Carnivora,Viverridae,Paradoxurus,hermaphroditus,3100,1.5,87.08,NA,NA,11.22,300,3.29,2
Carnivora,Viverridae,Prionodon,pardicolor,4500,NA,NA,NA,NA,NA,NA,2,NA
Carnivora,Viverridae,Prionodon,linsang,698,NA,40,NA,NA,NA,128,2,NA
Carnivora,Viverridae,Viverra,zibetha,1e4,NA,NA,1,NA,NA,240,2.6,2
Carnivora,Viverridae,Viverricula,indica,3e3,NA,NA,4.25,NA,NA,126,3.88,NA
Cetacea,Balaenidae,Balaena,mysticetus,8e7,12.37,NA,11.25,NA,210,1200,1,0.29
Cetacea,Balaenidae,Eubalaena,australis,23e6,12.55,NA,NA,NA,108,NA,1,NA
Cetacea,Balaenidae,Eubalaena,glacialis,23e6,11.5,NA,7,NA,110,804,1,0.29
Cetacea,Balaenopteridae,Balaenoptera,physalus,668e5,10.93,185e4,6.5,NA,89.7,1368,1.01,0.36
Cetacea,Balaenopteridae,Balaenoptera,musculus,149e6,10.71,225e4,7.08,19075e3,72.34,1320,1.01,0.41
Cetacea,Balaenopteridae,Balaenoptera,borealis,14766666.67,11.4,65e4,7.56,NA,77.15,888,1.01,0.45
Cetacea,Balaenopteridae,Balaenoptera,edeni,2e7,12.35,NA,9,NA,105.25,864,1,0.5
Cetacea,Balaenopteridae,Balaenoptera,acutorostrata,16266666.67,10.15,NA,5,NA,98.73,564,1.01,1
Cetacea,Balaenopteridae,Megaptera,novaeangliae,3e7,11.43,1325e3,9.08,NA,64.28,924,1.01,0.5
Cetacea,Delphinidae,Cephalorhynchus,heavisidii,NA,NA,9500,NA,NA,NA,NA,NA,NA
Cetacea,Delphinidae,Cephalorhynchus,commersonii,72400,12,5500,NA,NA,78,216,1,NA
Cetacea,Delphinidae,Cephalorhynchus,hectori,NA,NA,NA,NA,NA,93,240,1,0.42
Cetacea,Delphinidae,Delphinus,delphis,76365,9.57,7050,10.5,4e4,55.02,240,1,0.42
Cetacea,Delphinidae,Feresa,attenuata,133e3,NA,NA,NA,NA,NA,NA,1,NA
Cetacea,Delphinidae,Globicephala,melas,106e4,14.8,109666.67,26.69,NA,81.22,720,1,0.2
Cetacea,Delphinidae,Globicephala,macrorhynchus,726e3,15.25,6e4,48,NA,106.2,756,1,0.24
Cetacea,Delphinidae,Grampus,griseus,425e3,12,NA,NA,NA,NA,NA,NA,NA
Cetacea,Delphinidae,Lagenodelphis,hosei,164e3,11,NA,NA,NA,87,192,1,NA
Cetacea,Delphinidae,Lagenorhynchus,albirostris,18e4,NA,NA,NA,NA,NA,NA,1,NA
Cetacea,Delphinidae,Lagenorhynchus,obliquidens,103e3,10,NA,NA,NA,126,552,1,NA
Cetacea,Delphinidae,Lagenorhynchus,acutus,182e3,10.5,24e3,18,NA,73.34,324,1,0.4
Cetacea,Delphinidae,Lagenorhynchus,obscurus,11e4,11.63,NA,12,NA,NA,NA,1,0.42
Cetacea,Delphinidae,Orcaella,brevirostris,19e4,14,12300,15.5,45e3,NA,360,1,NA
Cetacea,Delphinidae,Orcinus,orca,43e5,14.89,159333.33,15.5,NA,138.22,1080,1,0.21
Cetacea,Delphinidae,Peponocephala,electra,206e3,12,NA,NA,NA,141,564,NA,NA
Cetacea,Delphinidae,Pseudorca,crassidens,136e4,14.92,NA,16.5,NA,114.73,750,NA,0.14
Cetacea,Delphinidae,Sotalia,fluviatilis,46666.67,10.7,NA,NA,NA,NA,NA,1,NA
Cetacea,Delphinidae,Stenella,coeruleoalba,122950,12.1,11300,14.83,NA,94.65,684,1.5,0.31
Cetacea,Delphinidae,Stenella,longirostris,70333.33,10.4,NA,18,NA,61.96,NA,1,0.33
Cetacea,Delphinidae,Stenella,attenuata,68700,11.4,NA,17.95,NA,93.73,552,1,0.35
Cetacea,Delphinidae,Steno,bredanensis,122500,NA,NA,NA,NA,120,384,NA,NA
Cetacea,Delphinidae,Tursiops,truncatus,173333.33,12.12,18920,18.94,NA,97.41,588,1,0.5
Cetacea,Eschrichtiidae,Eschrichtius,robustus,25066666.67,12.36,529666.67,6.1,NA,79.28,840,1,0.5
Cetacea,Monodontidae,Delphinapterus,leucas,665e3,13.44,71400,22.6,NA,56.21,360,1.02,0.33
Cetacea,Monodontidae,Monodon,monoceros,9e5,14.83,8e4,17,NA,72,600,1,0.33
Cetacea,Neobalaenidae,Caperea,marginata,32e5,10,NA,5.5,NA,NA,NA,1,NA
Cetacea,Phocoenidae,Neophocaena,phocaenoides,32500,10.5,7066.67,10.5,24500,68.67,276,1,0.5
Cetacea,Phocoenidae,Phocoena,sinus,45e3,NA,NA,NA,NA,NA,NA,1,NA
Cetacea,Phocoenidae,Phocoena,phocoena,53183.33,9.66,6775,8.5,NA,34.71,156,1,NA
Cetacea,Phocoenidae,Phocoenoides,dalli,101666.67,9.98,NA,11.43,NA,65.62,264,1,0.71
Cetacea,Physeteridae,Kogia,simus,190233.33,NA,NA,NA,NA,NA,NA,1,NA
Cetacea,Physeteridae,Kogia,breviceps,363e3,11,82e3,NA,NA,NA,NA,1,1
Cetacea,Physeteridae,Physeter,catodon,154e5,15.8,942666.67,18.4,NA,103.36,924,1,0.17
Cetacea,Platanistidae,Inia,geoffrensis,96500,9.83,6800,NA,NA,NA,360,1,NA
Cetacea,Platanistidae,Lipotes,vexillifer,83500,10.5,NA,NA,NA,96,288,1,0.5
Cetacea,Platanistidae,Platanista,minor,NA,10.25,7e3,NA,NA,NA,NA,1,NA
Cetacea,Platanistidae,Platanista,gangetica,21e3,10,NA,12,NA,80.95,240,1,NA
Cetacea,Platanistidae,Pontoporia,blainvillei,40333.33,10.92,7900,10.5,NA,28.03,192,1,0.5
Cetacea,Ziphiidae,Berardius,arnuxii,NA,10,NA,NA,NA,NA,NA,NA,NA
Cetacea,Ziphiidae,Berardius,bairdii,82e5,14.67,NA,NA,NA,124.29,1008,NA,NA
Cetacea,Ziphiidae,Hyperoodon,ampullatus,5266666.67,12,NA,12,NA,117.38,444,1,0.75
Cetacea,Ziphiidae,Mesoplodon,carlhubbsi,15e5,12,NA,NA,NA,NA,NA,NA,NA
Cetacea,Ziphiidae,Mesoplodon,densirostris,105e4,NA,NA,NA,NA,108,324,NA,NA
Cetacea,Ziphiidae,Mesoplodon,bidens,34e5,12,NA,12,NA,NA,NA,1,NA
Cetacea,Ziphiidae,Ziphius,cavirostris,2952500,12,NA,NA,NA,NA,432,1,NA
Dermoptera,Cynocephalidae,Cynocephalus,variegatus,1e3,2,NA,NA,NA,NA,NA,1,NA
Dermoptera,Cynocephalidae,Cynocephalus,volans,NA,3.5,35.9,6.34,NA,NA,210,1,NA
Hyracoidea,Procaviidae,Dendrohyrax,arboreus,2950,7.59,NA,5,NA,NA,147,1.35,NA
Hyracoidea,Procaviidae,Dendrohyrax,dorsalis,3116.67,7,236,NA,NA,13.33,NA,1.5,NA
Hyracoidea,Procaviidae,Heterohyrax,brucei,2456.67,7.57,225,3,NA,16,NA,1.94,NA
Hyracoidea,Procaviidae,Procavia,capensis,3600,7.44,232.18,2.81,500,22.18,132,2.38,NA
Insectivora,Chrysochloridae,Amblysomus,hottentotus,64.8,NA,4.5,NA,NA,NA,NA,2,NA
Insectivora,Chrysochloridae,Chrysochloris,stuhlmanni,39.8,NA,NA,2.5,NA,NA,NA,NA,NA
Insectivora,Chrysochloridae,Chrysochloris,asiatica,42,NA,NA,2.5,NA,NA,NA,2.75,NA
Insectivora,Chrysochloridae,Chrysospalax,villosus,104,NA,NA,NA,NA,NA,NA,2,NA
Insectivora,Chrysochloridae,Eremitalpa,granti,23.2,NA,NA,NA,NA,NA,NA,1,NA
Insectivora,Erinaceidae,Atelerix,algirus,745,1.3,NA,1.33,NA,NA,NA,5,NA
Insectivora,Erinaceidae,Atelerix,albiventris,334,1.24,7.92,1.45,NA,2.77,NA,3.81,1
Insectivora,Erinaceidae,Atelerix,frontalis,309,1.22,10.49,1.17,NA,12,NA,5.4,1.5
Insectivora,Erinaceidae,Echinosorex,gymnura,956.5,1.25,14.5,NA,NA,NA,55,1.8,2
Insectivora,Erinaceidae,Erinaceus,concolor,719,NA,22,NA,NA,7,49,4.5,NA
Insectivora,Erinaceidae,Erinaceus,europaeus,771,1.2,15.7,1.37,203,10.8,96,4.64,1.58
Insectivora,Erinaceidae,Hemiechinus,micropus,171,1.24,8.5,2,NA,10,NA,3.13,1
Insectivora,Erinaceidae,Hemiechinus,hypomelas,292,NA,NA,2,NA,NA,86,3.2,1
Insectivora,Erinaceidae,Hemiechinus,aethiopicus,358,NA,8.5,1.64,NA,NA,NA,3.75,1
Insectivora,Erinaceidae,Hemiechinus,auritus,342,1.26,10.14,1.17,NA,7,NA,4.05,1
Insectivora,Erinaceidae,Hylomys,suillus,64,1.08,NA,NA,NA,NA,NA,2.43,2
Insectivora,Solenodontidae,Solenodon,cubanus,1e3,NA,NA,NA,NA,NA,78,1.5,NA
Insectivora,Solenodontidae,Solenodon,paradoxus,900,2.8,53.75,2.5,NA,NA,136,1.86,2
Insectivora,Soricidae,Blarina,carolinensis,9.25,NA,NA,NA,NA,NA,NA,4,NA
Insectivora,Soricidae,Blarina,hylophaga,14.5,0.75,NA,1,14.5,NA,24,6.5,1.5
Insectivora,Soricidae,Blarina,brevicauda,21.63,0.66,0.97,0.72,NA,2.21,33,5.73,3
Insectivora,Soricidae,Crocidura,fuliginosa,12,NA,NA,NA,NA,NA,NA,1.5,NA
Insectivora,Soricidae,Crocidura,turba,15,NA,NA,NA,NA,NA,NA,2,NA
Insectivora,Soricidae,Crocidura,canariensis,7.5,1,0.8,NA,NA,NA,NA,2.1,NA
Insectivora,Soricidae,Crocidura,fuscomurina,5,NA,0.82,0.57,3.2,NA,NA,2.8,NA
Insectivora,Soricidae,Crocidura,planiceps,2.5,NA,NA,NA,NA,NA,NA,3,NA
Insectivora,Soricidae,Crocidura,crossei,7.2,NA,NA,NA,NA,NA,NA,3,NA
Insectivora,Soricidae,Crocidura,mariquensis,9.7,NA,NA,NA,NA,NA,NA,3.5,NA
Insectivora,Soricidae,Crocidura,viaria,17.1,NA,1.4,0.67,13.7,NA,NA,3.5,NA
Insectivora,Soricidae,Crocidura,flavescens,22,0.84,2.26,NA,20.7,NA,NA,3.5,NA
Insectivora,Soricidae,Crocidura,leucodon,9.91,0.99,0.88,0.7,NA,4.98,36,4.72,NA
Insectivora,Soricidae,Crocidura,hirta,13.67,0.6,1,0.59,10,NA,NA,3.45,2
Insectivora,Soricidae,Crocidura,russula,11.63,0.97,0.88,0.84,7.7,4.34,38,4.88,3.5
Insectivora,Soricidae,Crocidura,suaveolens,7.7,0.93,0.63,0.83,4,5.75,48,5.61,3.5
Insectivora,Soricidae,Cryptotis,parva,6.2,0.67,0.34,0.69,3.85,1.63,31,5.13,NA
Insectivora,Soricidae,Diplomesodon,pulchellum,10,NA,NA,NA,NA,NA,NA,5,NA
Insectivora,Soricidae,Myosorex,varius,11,NA,1,0.7,NA,NA,16,2.95,NA
Insectivora,Soricidae,Myosorex,cafer,13,NA,NA,NA,NA,NA,NA,3,NA
Insectivora,Soricidae,Myosorex,geata,NA,NA,NA,NA,NA,NA,NA,4,NA
Insectivora,Soricidae,Neomys,anomalus,16,0.75,0.58,0.97,NA,5.25,24,5.53,NA
Insectivora,Soricidae,Neomys,fodiens,14.32,0.73,0.78,1.2,10,5.25,37,5.51,1.8
Insectivora,Soricidae,Notiosorex,crawfordi,4.15,NA,0.41,1.42,3.6,NA,NA,3.83,2
Insectivora,Soricidae,Sorex,mirabilis,NA,NA,NA,NA,NA,11,NA,NA,NA
Insectivora,Soricidae,Sorex,dispar,4.9,NA,NA,NA,NA,NA,NA,3.5,NA
Insectivora,Soricidae,Sorex,pacificus,6.71,NA,NA,NA,NA,NA,NA,4.24,NA
Insectivora,Soricidae,Sorex,bairdii,8.34,NA,NA,NA,NA,NA,NA,4.8,NA
Insectivora,Soricidae,Sorex,bendirii,15.88,NA,NA,NA,NA,NA,NA,5,NA
Insectivora,Soricidae,Sorex,coronatus,9.6,0.77,0.58,1,8.6,NA,20,5.05,NA
Insectivora,Soricidae,Sorex,merriami,4,NA,NA,NA,NA,NA,NA,6,NA
Insectivora,Soricidae,Sorex,cinereus,4.26,0.64,0.28,0.75,3.5,5.05,21,6.22,NA
Insectivora,Soricidae,Sorex,arcticus,8.2,NA,NA,NA,NA,12,18,6.57,NA
Insectivora,Soricidae,Sorex,ornatus,5.57,0.7,0.5,NA,NA,12,18,5,1
Insectivora,Soricidae,Sorex,hoyi,4.37,NA,NA,NA,NA,NA,NA,5.28,1
Insectivora,Soricidae,Sorex,monticolus,6,NA,NA,0.7,NA,12,18,5.68,1.33
Insectivora,Soricidae,Sorex,trowbridgii,4.44,NA,NA,NA,NA,NA,18,4.4,1.5
Insectivora,Soricidae,Sorex,minutus,7.25,0.77,0.25,0.84,NA,9.92,24,5.77,1.5
Insectivora,Soricidae,Sorex,haydeni,3,0.68,NA,0.84,NA,NA,NA,7,1.5
Insectivora,Soricidae,Sorex,araneus,8.98,0.69,0.47,0.85,8.5,10.71,24,6.03,1.9
Insectivora,Soricidae,Sorex,longirostris,3.68,NA,NA,0.88,NA,NA,14,5.75,2
Insectivora,Soricidae,Sorex,nanus,2.5,NA,NA,NA,NA,NA,NA,6.5,2
Insectivora,Soricidae,Sorex,fumeus,8.2,0.55,NA,NA,4,10,17,5,2.5
Insectivora,Soricidae,Sorex,vagrans,5.58,0.67,0.42,0.7,5.5,NA,18,5.25,2.5
Insectivora,Soricidae,Sorex,palustris,12.47,0.75,NA,NA,NA,3,18,5.7,2.5
Insectivora,Soricidae,Suncus,murinus,45.87,1.05,2.6,0.65,19.08,1.54,30,2.96,NA
Insectivora,Soricidae,Suncus,varilla,NA,NA,NA,NA,NA,NA,NA,3.3,NA
Insectivora,Soricidae,Suncus,etruscus,2.1,0.93,0.21,0.66,2.09,7.5,32,3.91,NA
Insectivora,Soricidae,Surdisorex,norae,NA,NA,NA,NA,NA,NA,NA,1,NA
Insectivora,Soricidae,Surdisorex,polulus,NA,NA,NA,NA,NA,NA,NA,1.5,NA
Insectivora,Soricidae,Sylvisorex,granti,NA,NA,NA,NA,NA,NA,NA,2,NA
Insectivora,Talpidae,Condylura,cristata,55.33,NA,NA,0.79,30,10,NA,4.42,1
Insectivora,Talpidae,Desmana,moschata,383,1.54,NA,1.17,NA,1.3,NA,3.86,2
Insectivora,Talpidae,Galemys,pyrenaicus,61.3,1,NA,NA,NA,24,48,3.75,2
Insectivora,Talpidae,Neurotrichus,gibbsii,10,NA,0.67,NA,NA,NA,NA,2.63,NA
Insectivora,Talpidae,Parascalops,breweri,50.18,1.21,10.1,0.98,34.77,10.5,60,4.38,1
Insectivora,Talpidae,Scalopus,aquaticus,74.6,1.35,5.36,1.17,NA,10.27,36,3.61,1
Insectivora,Talpidae,Scapanus,townsendii,118.8,1.17,5,1,65,10,NA,2.86,1
Insectivora,Talpidae,Scapanus,orarius,76.9,1,NA,1,NA,10,NA,3.25,1
Insectivora,Talpidae,Scapanus,latimanus,52,NA,NA,NA,NA,NA,NA,3.58,1
Insectivora,Talpidae,Talpa,altaica,85,NA,3.5,1.03,NA,NA,NA,4.35,0.82
Insectivora,Talpidae,Talpa,europaea,133.3,1.06,3.38,1.25,44.2,10.41,72,4.09,1.15
Insectivora,Talpidae,Urotrichus,talpoides,19.5,NA,NA,1,NA,12,NA,3.53,1.5
Insectivora,Tenrecidae,Echinops,telfairi,180,1.9,7.74,0.94,50,8.32,156,5.01,1
Insectivora,Tenrecidae,Geogale,aurita,6.7,2.06,0.7,1.21,NA,NA,25,3.9,2
Insectivora,Tenrecidae,Hemicentetes,semispinosus,149.6,1.79,8.18,0.67,NA,1.44,32,5.02,2
Insectivora,Tenrecidae,Limnogale,mergulus,79.5,NA,NA,NA,NA,NA,NA,3,1
Insectivora,Tenrecidae,Microgale,dobsoni,37.8,2.06,3.95,0.94,NA,22,67,1.99,NA
Insectivora,Tenrecidae,Microgale,talazaci,48.1,2.03,3.65,0.97,NA,21.5,70,2.25,NA
Insectivora,Tenrecidae,Micropotamogale,lamottei,69.6,NA,NA,NA,NA,NA,NA,4,NA
Insectivora,Tenrecidae,Potamogale,velox,761.7,NA,NA,NA,NA,NA,NA,1.63,2
Insectivora,Tenrecidae,Setifer,setosus,259.45,1.89,24.85,0.75,NA,6.48,127,3.04,1
Insectivora,Tenrecidae,Tenrec,ecaudatus,884,2.01,21.38,1.11,225,6.33,76,13.89,1.5
Lagomorpha,Leporidae,Brachylagus,idahoensis,421.33,0.89,NA,NA,NA,8.42,NA,6,2.5
Lagomorpha,Leporidae,Bunolagus,monticularis,1250,NA,45,NA,NA,NA,NA,1,NA
Lagomorpha,Leporidae,Caprolagus,hispidus,2500,NA,NA,NA,NA,NA,NA,NA,2.5
Lagomorpha,Leporidae,Lepus,nigricollis,2099.5,1.3,NA,NA,NA,5.92,NA,1.42,NA
Lagomorpha,Leporidae,Lepus,callotis,1820,NA,NA,NA,NA,NA,NA,2.2,NA
Lagomorpha,Leporidae,Lepus,insularis,NA,1.4,NA,NA,NA,NA,NA,3.5,NA
Lagomorpha,Leporidae,Lepus,tolai,2110,1.53,110,NA,NA,12.2,NA,3.8,NA
Lagomorpha,Leporidae,Lepus,othus,4506.33,1.53,102.5,1.83,2042,12.2,NA,6.3,1
Lagomorpha,Leporidae,Lepus,arcticus,3766,1.72,105,2.13,NA,11.56,NA,5.03,1.8
Lagomorpha,Leporidae,Lepus,timidus,3030.43,1.65,107.93,0.76,491.99,8.73,216,3.96,2.07
Lagomorpha,Leporidae,Lepus,americanus,1489.25,1.22,61.03,0.66,362,10.12,NA,3.28,2.6
Lagomorpha,Leporidae,Lepus,townsendii,3035.5,1.29,94.32,0.88,737,10.95,96,4.32,2.76
Lagomorpha,Leporidae,Lepus,capensis,2358,1.42,118.4,1.08,943.33,7.48,NA,2.58,3.28
Lagomorpha,Leporidae,Lepus,alleni,3759.67,1.5,118.1,1.75,3e3,24,NA,2.21,3.5
